image_id,rank,concept,activation,neuron,status,naming_similarity,margin,image_threshold
img_000006,2,cardiac pacemaker,0.104459099471569,460,assigned,0.4720390439033508,0.0089587271213531,0.030555665
img_000006,3,lung opacity,0.0835351347923278,867,assigned,0.4535501301288605,0.0102263391017913,0.030555665
img_000006,4,left basilar atelectasis,0.0801405161619186,312,assigned,0.4503779411315918,0.0051426887512207,0.030555665
img_000007,1,nasogastric tube,0.0842596516013145,90,assigned,0.4539679884910583,0.0131880342960357,0.029538184
img_000007,2,left basilar atelectasis,0.0801735371351242,695,assigned,0.4542998373508453,0.0128972828388214,0.029538184
img_000007,3,bibasilar atelectasis,0.0771009549498558,571,assigned,0.4734841883182525,0.0127116441726684,0.029538184
img_000008,1,emphysema,0.1181488782167434,1013,assigned,0.4390330612659454,0.0122467875480651,0.028145771
img_000008,2,cardiac pacemaker,0.0912265330553054,852,assigned,0.4849810302257538,0.0156739056110382,0.028145771
img_000008,3,right lung opacity,0.0812103673815727,21,assigned,0.4593592882156372,0.010938137769699,0.028145771
img_000009,1,lung opacity,0.0928043127059936,195,assigned,0.4606810212135315,0.0027670860290527,0.026705706
img_000009,2,emphysema,0.0878761112689971,1013,assigned,0.4390330612659454,0.0122467875480651,0.026705706
img_000009,3,clear lungs,0.0637375637888908,998,assigned,0.4600952565670013,0.0045830011367797,0.026705706
img_000010,1,emphysema,0.0901300460100174,1013,assigned,0.4390330612659454,0.0122467875480651,0.028186146
img_000010,2,clear lungs,0.0861226692795753,144,assigned,0.4600299000740051,0.005932480096817,0.028186146
img_000010,3,chest tube,0.0816781967878341,605,assigned,0.4522990882396698,0.0044855773448944,0.028186146
img_000010,4,bibasilar atelectasis,0.0797268003225326,571,assigned,0.4734841883182525,0.0127116441726684,0.028186146
img_000011,1,right lung opacity,0.1131965965032577,650,assigned,0.4651892781257629,0.0093771815299987,0.02978346
img_000011,2,clear lungs,0.1093135550618171,998,assigned,0.4600952565670013,0.0045830011367797,0.02978346
img_000011,3,cardiac pacemaker,0.1023616939783096,460,assigned,0.4720390439033508,0.0089587271213531,0.02978346
img_000011,4,emphysema,0.0954232960939407,1013,assigned,0.4390330612659454,0.0122467875480651,0.02978346
img_000012,1,clear lungs,0.1508715450763702,998,assigned,0.4600952565670013,0.0045830011367797,0.028327469
img_000012,2,normal chest x-ray,0.0797156989574432,818,assigned,0.4665918946266174,0.0030629634857177,0.028327469
img_000012,3,lung opacity,0.0784483700990676,634,assigned,0.4543063044548034,0.0101879835128784,0.028327469
img_000012,4,atelectasis,0.0724265277385711,680,assigned,0.4393807053565979,0.0021973550319671,0.028327469
img_000012,5,right lung opacity,0.0694665908813476,650,assigned,0.4651892781257629,0.0093771815299987,0.028327469
img_000013,1,atelectasis,0.1089850813150405,680,assigned,0.4393807053565979,0.0021973550319671,0.031776395
img_000013,2,pleural thickening,0.0829459875822067,772,assigned,0.4741891324520111,0.0028676092624664,0.031776395
img_000013,3,right lung opacity,0.0614083707332611,21,assigned,0.4593592882156372,0.010938137769699,0.031776395
img_000014,1,cardiac pacemaker,0.0790154263377189,852,assigned,0.4849810302257538,0.0156739056110382,0.029461998
img_000014,2,lung opacity,0.0786820650100708,867,assigned,0.4535501301288605,0.0102263391017913,0.029461998
img_000015,1,emphysema,0.1246535256505012,1013,assigned,0.4390330612659454,0.0122467875480651,0.027416911
img_000015,2,normal chest x-ray,0.0952066034078598,818,assigned,0.4665918946266174,0.0030629634857177,0.027416911
img_000015,3,clear lungs,0.0862136036157608,998,assigned,0.4600952565670013,0.0045830011367797,0.027416911
img_000015,4,left basilar atelectasis,0.067379705607891,17,assigned,0.4575070738792419,0.0052221417427062,0.027416911
img_000015,5,cardiac pacemaker,0.0596557892858982,460,assigned,0.4720390439033508,0.0089587271213531,0.027416911
img_000016,1,cardiac pacemaker,0.0786474794149398,852,assigned,0.4849810302257538,0.0156739056110382,0.026031312
img_000016,2,clear lungs,0.0748802050948143,144,assigned,0.4600299000740051,0.005932480096817,0.026031312
img_000016,3,small pleural effusion,0.0712682604789733,177,assigned,0.4605281949043274,0.0061346292495727,0.026031312
img_000016,4,atelectasis,0.0606414675712585,680,assigned,0.4393807053565979,0.0021973550319671,0.026031312
img_000017,1,lung opacity,0.0831123068928718,867,assigned,0.4535501301288605,0.0102263391017913,0.028029723
img_000017,2,right lung opacity,0.073186881840229,650,assigned,0.4651892781257629,0.0093771815299987,0.028029723
img_000017,3,rib fracture,0.0640332847833633,882,assigned,0.4543587863445282,0.0062559843063354,0.028029723
img_000017,4,bibasilar atelectasis,0.0590420216321945,701,assigned,0.4538418054580688,0.0134302973747253,0.028029723
img_000018,1,clear lungs,0.119376003742218,998,assigned,0.4600952565670013,0.0045830011367797,0.026898049
img_000018,2,rib fracture,0.0714158713817596,882,assigned,0.4543587863445282,0.0062559843063354,0.026898049
img_000018,3,normal chest x-ray,0.069758117198944,818,assigned,0.4665918946266174,0.0030629634857177,0.026898049
img_000018,4,emphysema,0.0669031590223312,1013,assigned,0.4390330612659454,0.0122467875480651,0.026898049
img_000018,5,lung opacity,0.0658089518547058,867,assigned,0.4535501301288605,0.0102263391017913,0.026898049
img_000019,1,chest tube,0.1270529776811599,605,assigned,0.4522990882396698,0.0044855773448944,0.032343663
img_000019,2,cardiac pacemaker,0.1228942722082138,168,assigned,0.4632525146007538,0.0120645463466644,0.032343663
img_000019,3,pulmonary edema,0.1162312403321266,255,assigned,0.4598415791988373,0.0088100135326385,0.032343663
img_000019,4,bibasilar atelectasis,0.1073092892765998,701,assigned,0.4538418054580688,0.0134302973747253,0.032343663
img_000020,1,left basilar atelectasis,0.0858988612890243,695,assigned,0.4542998373508453,0.0128972828388214,0.028997403
img_000020,2,bibasilar atelectasis,0.079175092279911,571,assigned,0.4734841883182525,0.0127116441726684,0.028997403
img_000020,3,chest tube,0.0738408267498016,605,assigned,0.4522990882396698,0.0044855773448944,0.028997403
img_000021,1,bibasilar atelectasis,0.1134618371725082,571,assigned,0.4734841883182525,0.0127116441726684,0.03222132
img_000021,2,cardiac pacemaker,0.1123983114957809,852,assigned,0.4849810302257538,0.0156739056110382,0.03222132
img_000022,1,right lung opacity,0.1229189559817314,650,assigned,0.4651892781257629,0.0093771815299987,0.029131237
img_000022,2,emphysema,0.0813036262989044,1013,assigned,0.4390330612659454,0.0122467875480651,0.029131237
img_000022,3,clear lungs,0.0763221979141235,998,assigned,0.4600952565670013,0.0045830011367797,0.029131237
img_000022,4,rib fracture,0.0727570205926895,505,assigned,0.4257245063781738,0.0073508620262146,0.029131237
img_000023,1,rib fracture,0.1762321591377258,967,assigned,0.4252264201641083,0.0125949084758758,0.032050464
img_000023,2,atelectasis,0.0938434898853302,680,assigned,0.4393807053565979,0.0021973550319671,0.032050464
img_000023,3,pleural thickening,0.0738012567162513,772,assigned,0.4741891324520111,0.0028676092624664,0.032050464
img_000023,4,right lung opacity,0.0623046904802322,21,assigned,0.4593592882156372,0.010938137769699,0.032050464
img_000024,1,lung opacity,0.1002876609563827,867,assigned,0.4535501301288605,0.0102263391017913,0.029839477
img_000024,2,right lung opacity,0.081356905400753,21,assigned,0.4593592882156372,0.010938137769699,0.029839477
img_000024,3,emphysema,0.0769919902086258,1013,assigned,0.4390330612659454,0.0122467875480651,0.029839477
img_000025,1,clear lungs,0.0922748148441314,998,assigned,0.4600952565670013,0.0045830011367797,0.030815523
img_000025,2,lung opacity,0.0902021527290344,271,assigned,0.4446800351142883,0.00341796875,0.030815523
img_000025,3,bibasilar atelectasis,0.0769369751214981,571,assigned,0.4734841883182525,0.0127116441726684,0.030815523
img_000026,1,cardiac pacemaker,0.0849939286708831,852,assigned,0.4849810302257538,0.0156739056110382,0.027474985
img_000026,2,pleural thickening,0.0690653547644615,772,assigned,0.4741891324520111,0.0028676092624664,0.027474985
img_000026,3,small pleural effusion,0.0659961625933647,177,assigned,0.4605281949043274,0.0061346292495727,0.027474985
img_000027,1,nasogastric tube,0.109608307480812,90,assigned,0.4539679884910583,0.0131880342960357,0.028497085
img_000027,2,emphysema,0.0852449387311935,1013,assigned,0.4390330612659454,0.0122467875480651,0.028497085
img_000027,3,clear lungs,0.0837652385234832,173,assigned,0.4641516506671905,0.0020467340946197,0.028497085
img_000027,4,bibasilar atelectasis,0.0713968724012374,955,assigned,0.4731957614421844,0.0171475708484649,0.028497085
img_000028,1,clear lungs,0.0770132765173912,998,assigned,0.4600952565670013,0.0045830011367797,0.025641058
img_000028,2,emphysema,0.063136339187622,1013,assigned,0.4390330612659454,0.0122467875480651,0.025641058
img_000028,3,no acute cardiopulmonary abnormality,0.0587770007550716,154,assigned,0.457934021949768,0.0086809992790222,0.025641058
img_000029,1,bibasilar atelectasis,0.125403881072998,571,assigned,0.4734841883182525,0.0127116441726684,0.028687175
img_000029,2,pleural thickening,0.1153030768036842,772,assigned,0.4741891324520111,0.0028676092624664,0.028687175
img_000029,3,clear lungs,0.0911158621311187,144,assigned,0.4600299000740051,0.005932480096817,0.028687175
img_000029,4,lung opacity,0.0749491676688194,867,assigned,0.4535501301288605,0.0102263391017913,0.028687175
img_000030,1,bibasilar atelectasis,0.0897203013300895,571,assigned,0.4734841883182525,0.0127116441726684,0.030309856
img_000030,2,chest tube,0.0891715139150619,605,assigned,0.4522990882396698,0.0044855773448944,0.030309856
img_000030,3,cardiac pacemaker,0.0883925631642341,168,assigned,0.4632525146007538,0.0120645463466644,0.030309856
img_000030,4,left basilar atelectasis,0.0795771926641464,47,assigned,0.4485154151916504,0.0020252466201782,0.030309856
img_000031,1,left basilar atelectasis,0.0881320238113403,695,assigned,0.4542998373508453,0.0128972828388214,0.027138855
img_000031,2,emphysema,0.0858504399657249,1013,assigned,0.4390330612659454,0.0122467875480651,0.027138855
img_000031,3,chest tube,0.0824064016342163,605,assigned,0.4522990882396698,0.0044855773448944,0.027138855
img_000032,1,left basilar atelectasis,0.1076338440179824,17,assigned,0.4575070738792419,0.0052221417427062,0.02970355
img_000032,2,lung opacity,0.0851148962974548,182,assigned,0.4482008218765259,0.0078257918357849,0.02970355
img_000032,3,chest tube,0.084411546587944,767,assigned,0.4572426676750183,0.0043525397777557,0.02970355
img_000033,1,clear lungs,0.1666945815086364,998,assigned,0.4600952565670013,0.0045830011367797,0.028584534
img_000033,2,right lung opacity,0.0909496769309043,650,assigned,0.4651892781257629,0.0093771815299987,0.028584534
img_000033,3,cardiac pacemaker,0.0714869648218154,460,assigned,0.4720390439033508,0.0089587271213531,0.028584534
img_000033,4,atelectasis,0.0711951851844787,680,assigned,0.4393807053565979,0.0021973550319671,0.028584534
img_000034,1,clear lungs,0.106008306145668,998,assigned,0.4600952565670013,0.0045830011367797,0.027769726
img_000034,2,normal chest x-ray,0.0827440395951271,818,assigned,0.4665918946266174,0.0030629634857177,0.027769726
img_000034,3,atelectasis,0.0812609419226646,680,assigned,0.4393807053565979,0.0021973550319671,0.027769726
img_000034,4,lung opacity,0.0755945146083831,182,assigned,0.4482008218765259,0.0078257918357849,0.027769726
img_000034,5,cardiac pacemaker,0.0703499168157577,852,assigned,0.4849810302257538,0.0156739056110382,0.027769726
img_000035,1,cardiac pacemaker,0.2219625413417816,852,assigned,0.4849810302257538,0.0156739056110382,0.031149603
img_000035,2,emphysema,0.0971672981977462,1013,assigned,0.4390330612659454,0.0122467875480651,0.031149603
img_000035,3,left lung opacity,0.0768319219350814,975,assigned,0.4612127244472503,0.0087378323078155,0.031149603
img_000036,1,left basilar atelectasis,0.1018635183572769,17,assigned,0.4575070738792419,0.0052221417427062,0.029727
img_000036,2,lung opacity,0.091981865465641,182,assigned,0.4482008218765259,0.0078257918357849,0.029727
img_000036,3,chest tube,0.089638628065586,605,assigned,0.4522990882396698,0.0044855773448944,0.029727
img_000036,4,left lower lobe consolidation,0.0807327851653099,292,assigned,0.4544885158538818,0.0050010681152343,0.029727
img_000037,1,lung opacity,0.0848259255290031,867,assigned,0.4535501301288605,0.0102263391017913,0.028251642
img_000037,2,emphysema,0.0818889886140823,1013,assigned,0.4390330612659454,0.0122467875480651,0.028251642
img_000037,3,left basilar atelectasis,0.080050379037857,695,assigned,0.4542998373508453,0.0128972828388214,0.028251642
img_000038,1,left basilar atelectasis,0.0802446007728576,695,assigned,0.4542998373508453,0.0128972828388214,0.027934166
img_000038,2,chest tube,0.0739489421248436,605,assigned,0.4522990882396698,0.0044855773448944,0.027934166
img_000039,1,emphysema,0.0892662182450294,1013,assigned,0.4390330612659454,0.0122467875480651,0.026704062
img_000039,2,clear lungs,0.0891791135072708,998,assigned,0.4600952565670013,0.0045830011367797,0.026704062
img_000039,3,rib fracture,0.0648511201143264,882,assigned,0.4543587863445282,0.0062559843063354,0.026704062
img_000039,4,cardiac pacemaker,0.0628303363919258,460,assigned,0.4720390439033508,0.0089587271213531,0.026704062
img_000040,1,lung opacity,0.0878685191273689,182,assigned,0.4482008218765259,0.0078257918357849,0.0284618
img_000040,2,cardiac pacemaker,0.0827944129705429,168,assigned,0.4632525146007538,0.0120645463466644,0.0284618
img_000040,3,clear lungs,0.0775399804115295,998,assigned,0.4600952565670013,0.0045830011367797,0.0284618
img_000041,1,emphysema,0.1031814664602279,1013,assigned,0.4390330612659454,0.0122467875480651,0.030151092
img_000041,2,cardiac pacemaker,0.0999515876173973,852,assigned,0.4849810302257538,0.0156739056110382,0.030151092
img_000042,1,rib fracture,0.1638805270195007,967,assigned,0.4252264201641083,0.0125949084758758,0.04018758
img_000042,2,cardiac pacemaker,0.107222095131874,852,assigned,0.4849810302257538,0.0156739056110382,0.04018758
img_000042,3,enlarged cardiac silhouette,0.1005129963159561,620,assigned,0.4457569718360901,0.0033214688301086,0.04018758
img_000042,4,lung opacity,0.0894783288240432,473,assigned,0.4502846002578735,0.0034525692462921,0.04018758
img_000042,5,chest tube,0.0826826095581054,242,assigned,0.4496781229972839,0.0037931203842163,0.04018758
img_000043,1,rib fracture,0.1752305179834365,321,assigned,0.4327971935272217,0.0176094472408294,0.036579784
img_000043,2,left basilar atelectasis,0.0766140073537826,47,assigned,0.4485154151916504,0.0020252466201782,0.036579784
img_000043,3,lung opacity,0.0723137333989143,473,assigned,0.4502846002578735,0.0034525692462921,0.036579784
img_000044,1,right lung opacity,0.2027112543582916,650,assigned,0.4651892781257629,0.0093771815299987,0.03603788
img_000044,2,pleural thickening,0.1433243304491043,772,assigned,0.4741891324520111,0.0028676092624664,0.03603788
img_000044,3,lung opacity,0.1006672978401184,867,assigned,0.4535501301288605,0.0102263391017913,0.03603788
img_000044,4,pulmonary edema,0.0985335335135459,255,assigned,0.4598415791988373,0.0088100135326385,0.03603788
img_000045,1,cardiac pacemaker,0.2156482338905334,852,assigned,0.4849810302257538,0.0156739056110382,0.031803582
img_000045,2,left basilar atelectasis,0.0845536738634109,312,assigned,0.4503779411315918,0.0051426887512207,0.031803582
img_000045,3,chest tube,0.0781970098614692,242,assigned,0.4496781229972839,0.0037931203842163,0.031803582
img_000046,1,clear lungs,0.1389048248529434,998,assigned,0.4600952565670013,0.0045830011367797,0.026846558
img_000046,2,cardiac pacemaker,0.091685950756073,460,assigned,0.4720390439033508,0.0089587271213531,0.026846558
img_000046,3,normal chest x-ray,0.0876516699790954,818,assigned,0.4665918946266174,0.0030629634857177,0.026846558
img_000046,4,left basilar atelectasis,0.0798330977559089,47,assigned,0.4485154151916504,0.0020252466201782,0.026846558
img_000046,5,lung opacity,0.0785956531763076,867,assigned,0.4535501301288605,0.0102263391017913,0.026846558
img_000047,1,rib fracture,0.1629266738891601,552,assigned,0.4330672025680542,0.0141786336898803,0.035342887
img_000047,2,atelectasis,0.0866953879594802,680,assigned,0.4393807053565979,0.0021973550319671,0.035342887
img_000047,3,pleural thickening,0.084942378103733,772,assigned,0.4741891324520111,0.0028676092624664,0.035342887
img_000048,1,clear lungs,0.1106805726885795,998,assigned,0.4600952565670013,0.0045830011367797,0.02712828
img_000048,2,emphysema,0.1065036505460739,1013,assigned,0.4390330612659454,0.0122467875480651,0.02712828
img_000048,3,normal chest x-ray,0.0705197602510452,818,assigned,0.4665918946266174,0.0030629634857177,0.02712828
img_000048,4,lung opacity,0.0592457205057144,182,assigned,0.4482008218765259,0.0078257918357849,0.02712828
img_000049,1,emphysema,0.0974134728312492,1013,assigned,0.4390330612659454,0.0122467875480651,0.028334424
img_000049,2,left basilar atelectasis,0.0947528481483459,17,assigned,0.4575070738792419,0.0052221417427062,0.028334424
img_000049,3,chest tube,0.0793168172240257,242,assigned,0.4496781229972839,0.0037931203842163,0.028334424
img_000050,1,cardiac pacemaker,0.1000073701143264,852,assigned,0.4849810302257538,0.0156739056110382,0.027446378
img_000050,2,lung opacity,0.0800628960132598,634,assigned,0.4543063044548034,0.0101879835128784,0.027446378
img_000050,3,no acute cardiopulmonary abnormality,0.0668077617883682,154,assigned,0.457934021949768,0.0086809992790222,0.027446378
img_000051,1,clear lungs,0.0970034450292587,998,assigned,0.4600952565670013,0.0045830011367797,0.02677535
img_000051,2,emphysema,0.0684579312801361,1013,assigned,0.4390330612659454,0.0122467875480651,0.02677535
img_000051,3,lung opacity,0.0621196590363979,867,assigned,0.4535501301288605,0.0102263391017913,0.02677535
img_000051,4,no acute cardiopulmonary abnormality,0.0536562390625476,154,assigned,0.457934021949768,0.0086809992790222,0.02677535
img_000051,5,chest tube,0.0535345077514648,605,assigned,0.4522990882396698,0.0044855773448944,0.02677535
img_000052,1,clear lungs,0.1451239287853241,998,assigned,0.4600952565670013,0.0045830011367797,0.027552102
img_000052,2,right lung opacity,0.1111944168806076,650,assigned,0.4651892781257629,0.0093771815299987,0.027552102
img_000052,3,normal chest x-ray,0.0882520228624343,818,assigned,0.4665918946266174,0.0030629634857177,0.027552102
img_000052,4,emphysema,0.0762638300657272,1013,assigned,0.4390330612659454,0.0122467875480651,0.027552102
img_000053,1,emphysema,0.1015791147947311,1013,assigned,0.4390330612659454,0.0122467875480651,0.029710058
img_000053,2,clear lungs,0.0981330126523971,144,assigned,0.4600299000740051,0.005932480096817,0.029710058
img_000053,3,chest tube,0.0932547152042388,605,assigned,0.4522990882396698,0.0044855773448944,0.029710058
img_000054,1,left basilar atelectasis,0.1321625411510467,17,assigned,0.4575070738792419,0.0052221417427062,0.032224268
img_000054,2,cardiac pacemaker,0.1162438318133354,852,assigned,0.4849810302257538,0.0156739056110382,0.032224268
img_000054,3,bibasilar atelectasis,0.1119519099593162,571,assigned,0.4734841883182525,0.0127116441726684,0.032224268
img_000054,4,lung opacity,0.1081248149275779,473,assigned,0.4502846002578735,0.0034525692462921,0.032224268
img_000055,1,right lung opacity,0.2202764749526977,650,assigned,0.4651892781257629,0.0093771815299987,0.035533637
img_000055,2,lung opacity,0.1988989561796188,867,assigned,0.4535501301288605,0.0102263391017913,0.035533637
img_000055,3,clear lungs,0.1343644112348556,998,assigned,0.4600952565670013,0.0045830011367797,0.035533637
img_000055,4,cardiac pacemaker,0.1127970293164253,168,assigned,0.4632525146007538,0.0120645463466644,0.035533637
img_000056,1,emphysema,0.157458558678627,1013,assigned,0.4390330612659454,0.0122467875480651,0.029161278
img_000056,2,lung opacity,0.0919628515839576,867,assigned,0.4535501301288605,0.0102263391017913,0.029161278
img_000056,3,right lung opacity,0.0716734305024147,650,assigned,0.4651892781257629,0.0093771815299987,0.029161278
img_000057,1,lung opacity,0.1446200460195541,271,assigned,0.4446800351142883,0.00341796875,0.034663863
img_000057,2,right lung opacity,0.1386656463146209,650,assigned,0.4651892781257629,0.0093771815299987,0.034663863
img_000057,3,chest tube,0.1372589170932769,605,assigned,0.4522990882396698,0.0044855773448944,0.034663863
img_000058,1,lung opacity,0.0947541147470474,867,assigned,0.4535501301288605,0.0102263391017913,0.027386744
img_000058,2,pleural thickening,0.0903283581137657,772,assigned,0.4741891324520111,0.0028676092624664,0.027386744
img_000058,3,bibasilar atelectasis,0.0854661092162132,571,assigned,0.4734841883182525,0.0127116441726684,0.027386744
img_000058,4,clear lungs,0.0716248601675033,144,assigned,0.4600299000740051,0.005932480096817,0.027386744
img_000058,5,emphysema,0.0698916390538215,1013,assigned,0.4390330612659454,0.0122467875480651,0.027386744
img_000059,1,cardiac pacemaker,0.0826509818434715,460,assigned,0.4720390439033508,0.0089587271213531,0.026941217
img_000059,2,clear lungs,0.0728761851787567,998,assigned,0.4600952565670013,0.0045830011367797,0.026941217
img_000059,3,rib fracture,0.0726804733276367,882,assigned,0.4543587863445282,0.0062559843063354,0.026941217
img_000059,4,left basilar atelectasis,0.0686838924884796,695,assigned,0.4542998373508453,0.0128972828388214,0.026941217
img_000060,1,clear lungs,0.1136806011199951,998,assigned,0.4600952565670013,0.0045830011367797,0.028150927
img_000060,2,lung opacity,0.0917010158300399,867,assigned,0.4535501301288605,0.0102263391017913,0.028150927
img_000060,3,left basilar atelectasis,0.0731344148516655,17,assigned,0.4575070738792419,0.0052221417427062,0.028150927
img_000060,4,normal chest x-ray,0.0706588923931121,818,assigned,0.4665918946266174,0.0030629634857177,0.028150927
img_000060,5,small pleural effusion,0.0632472708821296,177,assigned,0.4605281949043274,0.0061346292495727,0.028150927
img_000061,1,rib fracture,0.165043830871582,967,assigned,0.4252264201641083,0.0125949084758758,0.04063339
img_000061,2,cardiac pacemaker,0.1223777011036872,460,assigned,0.4720390439033508,0.0089587271213531,0.04063339
img_000061,3,left basilar atelectasis,0.099539041519165,17,assigned,0.4575070738792419,0.0052221417427062,0.04063339
img_000062,1,clear lungs,0.0876676887273788,998,assigned,0.4600952565670013,0.0045830011367797,0.026072223
img_000062,2,normal chest x-ray,0.0611975081264972,818,assigned,0.4665918946266174,0.0030629634857177,0.026072223
img_000062,3,left basilar atelectasis,0.0567142143845558,47,assigned,0.4485154151916504,0.0020252466201782,0.026072223
img_000063,1,cardiac pacemaker,0.1898717433214187,852,assigned,0.4849810302257538,0.0156739056110382,0.03581946
img_000063,2,lung opacity,0.138958603143692,271,assigned,0.4446800351142883,0.00341796875,0.03581946
img_000063,3,chest tube,0.0963767990469932,767,assigned,0.4572426676750183,0.0043525397777557,0.03581946
img_000063,4,right lung opacity,0.0939275175333023,650,assigned,0.4651892781257629,0.0093771815299987,0.03581946
img_000064,1,emphysema,0.1107143461704254,1013,assigned,0.4390330612659454,0.0122467875480651,0.026267547
img_000064,2,clear lungs,0.1051239073276519,998,assigned,0.4600952565670013,0.0045830011367797,0.026267547
img_000064,3,lung opacity,0.0762949883937835,867,assigned,0.4535501301288605,0.0102263391017913,0.026267547
img_000064,4,cardiac pacemaker,0.0716063305735588,460,assigned,0.4720390439033508,0.0089587271213531,0.026267547
img_000064,5,small pleural effusion,0.0688257217407226,177,assigned,0.4605281949043274,0.0061346292495727,0.026267547
img_000065,1,emphysema,0.0885504260659217,1013,assigned,0.4390330612659454,0.0122467875480651,0.026674611
img_000065,2,left basilar atelectasis,0.0765499174594879,17,assigned,0.4575070738792419,0.0052221417427062,0.026674611
img_000065,3,clear lungs,0.0716854780912399,144,assigned,0.4600299000740051,0.005932480096817,0.026674611
img_000065,4,lung opacity,0.0597330853343009,182,assigned,0.4482008218765259,0.0078257918357849,0.026674611
img_000065,5,rib fracture,0.0585732348263263,676,assigned,0.4258618950843811,0.0025475323200225,0.026674611
img_000066,1,bibasilar atelectasis,0.1108908504247665,571,assigned,0.4734841883182525,0.0127116441726684,0.03010783
img_000066,2,pleural thickening,0.110023632645607,772,assigned,0.4741891324520111,0.0028676092624664,0.03010783
img_000066,3,emphysema,0.1052023023366928,1013,assigned,0.4390330612659454,0.0122467875480651,0.03010783
img_000066,4,cardiac pacemaker,0.0935313552618026,852,assigned,0.4849810302257538,0.0156739056110382,0.03010783
img_000066,5,left basilar atelectasis,0.0900185406208038,47,assigned,0.4485154151916504,0.0020252466201782,0.03010783
img_000067,1,clear lungs,0.1205989122390747,144,assigned,0.4600299000740051,0.005932480096817,0.027220733
img_000067,2,emphysema,0.0825057253241539,1013,assigned,0.4390330612659454,0.0122467875480651,0.027220733
img_000067,3,cardiac pacemaker,0.0783753097057342,460,assigned,0.4720390439033508,0.0089587271213531,0.027220733
img_000067,4,atelectasis,0.0744104534387588,680,assigned,0.4393807053565979,0.0021973550319671,0.027220733
img_000067,5,lung opacity,0.0726318955421447,867,assigned,0.4535501301288605,0.0102263391017913,0.027220733
img_000068,1,clear lungs,0.1333193033933639,998,assigned,0.4600952565670013,0.0045830011367797,0.031302046
img_000068,2,right lung opacity,0.1204776614904403,650,assigned,0.4651892781257629,0.0093771815299987,0.031302046
img_000068,3,lung opacity,0.1122585609555244,867,assigned,0.4535501301288605,0.0102263391017913,0.031302046
img_000068,4,cardiac pacemaker,0.0950066819787025,460,assigned,0.4720390439033508,0.0089587271213531,0.031302046
img_000069,1,chest tube,0.1142593696713447,605,assigned,0.4522990882396698,0.0044855773448944,0.032023646
img_000069,2,left basilar atelectasis,0.0998354032635688,695,assigned,0.4542998373508453,0.0128972828388214,0.032023646
img_000069,3,enlarged cardiac silhouette,0.0981210023164749,620,assigned,0.4457569718360901,0.0033214688301086,0.032023646
