image_id,neighbor_rank,neighbor_image_id,embedding_similarity,filtered_jaccard,raw_jaccard,source_filtered_concepts,neighbor_filtered_concepts,source_raw_concepts,neighbor_raw_concepts
img_000015,5,img_000592,0.9884943962097168,1.0,1.0,,,,
img_000016,1,img_002017,0.9907853007316589,1.0,1.0,,,,
img_000016,2,img_000511,0.9903901219367981,1.0,1.0,,,,
img_000016,3,img_000348,0.9902739524841309,1.0,1.0,,,,
img_000016,4,img_002084,0.9890960454940796,1.0,1.0,,,,
img_000016,5,img_002458,0.9886919856071472,1.0,1.0,,,,
img_000017,1,img_001282,0.9747229814529419,1.0,1.0,,,,
img_000017,2,img_002522,0.9737248420715332,1.0,1.0,,,,
img_000017,3,img_002319,0.9736195206642151,1.0,1.0,,,,
img_000017,4,img_001344,0.97227543592453,1.0,1.0,,,,
img_000017,5,img_002532,0.9722187519073486,1.0,1.0,,,,
img_000018,1,img_001818,0.9898018836975098,1.0,1.0,,,,
img_000018,2,img_002361,0.989732563495636,1.0,1.0,,,,
img_000018,3,img_001591,0.9897266626358032,1.0,1.0,,,,
img_000018,4,img_000598,0.9892963171005249,1.0,1.0,,,,
img_000018,5,img_000592,0.9891330003738403,1.0,1.0,,,,
img_000019,1,img_001720,0.9780672788619995,1.0,1.0,,,,
img_000019,2,img_000824,0.9768055081367493,1.0,1.0,,,,
img_000019,3,img_001360,0.9760075807571411,1.0,1.0,,,,
img_000019,4,img_001194,0.975764274597168,1.0,1.0,,,,
img_000019,5,img_001296,0.9738299250602722,1.0,1.0,,,,
img_000020,1,img_001462,0.9787440299987793,1.0,1.0,,,,
img_000020,2,img_002884,0.9768452644348145,1.0,1.0,,,,
img_000020,3,img_000839,0.9759379029273987,1.0,1.0,,,,
img_000020,4,img_000886,0.9750499725341797,1.0,1.0,,,,
img_000020,5,img_001945,0.974650502204895,1.0,1.0,,,,
img_000021,1,img_002812,0.97468101978302,1.0,1.0,,,,
img_000021,2,img_000525,0.974452018737793,1.0,1.0,,,,
img_000021,3,img_000760,0.9712918996810913,1.0,1.0,,,,
img_000021,4,img_000073,0.970499575138092,1.0,1.0,,,,
img_000021,5,img_001429,0.970454216003418,1.0,1.0,,,,
img_000022,1,img_002840,0.9881904125213623,1.0,1.0,,,,
img_000022,2,img_001692,0.987296462059021,1.0,1.0,,,,
img_000022,3,img_000336,0.9858428239822388,1.0,1.0,,,,
img_000022,4,img_002275,0.9854158163070679,1.0,1.0,,,,
img_000022,5,img_000894,0.9848196506500244,1.0,1.0,,,,
img_000023,1,img_000542,0.9789531826972961,1.0,1.0,,,,
img_000023,2,img_001796,0.9778808355331421,1.0,1.0,,,,
img_000023,3,img_002248,0.9756762981414795,1.0,1.0,,,,
img_000023,4,img_002607,0.9733096957206726,1.0,1.0,,,,
img_000023,5,img_001469,0.9730775952339172,1.0,1.0,,,,
img_000024,1,img_000046,0.9846248626708984,1.0,1.0,,,,
img_000024,2,img_001618,0.9840290546417236,1.0,1.0,,,,
img_000024,3,img_001868,0.983671247959137,1.0,1.0,,,,
img_000024,4,img_000318,0.983472466468811,1.0,1.0,,,,
img_000024,5,img_002101,0.9820021390914917,1.0,1.0,,,,
img_000025,1,img_001973,0.9883860349655151,1.0,1.0,,,,
img_000025,2,img_001143,0.9871816635131836,1.0,1.0,,,,
img_000025,3,img_000408,0.987076461315155,1.0,1.0,,,,
img_000025,4,img_001639,0.9866881370544434,1.0,1.0,,,,
img_000025,5,img_001199,0.9866396188735962,1.0,1.0,,,,
img_000026,1,img_001457,0.9872574806213379,1.0,1.0,,,,
img_000026,2,img_002026,0.9868471622467041,1.0,1.0,,,,
img_000026,3,img_001013,0.9862393140792847,1.0,1.0,,,,
img_000026,4,img_001592,0.9861299395561218,1.0,1.0,,,,
img_000026,5,img_002677,0.9860867261886597,1.0,1.0,,,,
img_000027,1,img_001722,0.9851030707359314,1.0,1.0,,,,
img_000027,2,img_000323,0.9844634532928467,1.0,1.0,,,,
img_000027,3,img_000566,0.9841928482055664,1.0,1.0,,,,
img_000027,4,img_000975,0.9835940599441528,1.0,1.0,,,,
img_000027,5,img_001637,0.9831501245498657,1.0,1.0,,,,
img_000028,1,img_002992,0.9827297329902649,1.0,1.0,,,,
img_000028,2,img_001541,0.9822444319725037,1.0,1.0,,,,
img_000028,3,img_001759,0.9818925857543945,1.0,1.0,,,,
img_000028,4,img_002371,0.9816120266914368,1.0,1.0,,,,
img_000028,5,img_000280,0.9810619354248047,1.0,1.0,,,,
img_000029,1,img_000082,0.988569974899292,1.0,1.0,,,,
img_000029,2,img_000199,0.988060474395752,1.0,1.0,,,,
img_000029,3,img_001953,0.9872726202011108,1.0,1.0,,,,
img_000029,4,img_000825,0.987177312374115,1.0,1.0,,,,
img_000029,5,img_001670,0.9867551326751709,1.0,1.0,,,,
img_000030,1,img_001045,0.9774606227874756,1.0,1.0,,,,
img_000030,2,img_002100,0.9748291969299316,1.0,1.0,,,,
img_000030,3,img_001944,0.9745715260505676,1.0,1.0,,,,
img_000030,4,img_002052,0.9741400480270386,1.0,1.0,,,,
img_000030,5,img_002014,0.9740486741065979,1.0,1.0,,,,
img_000031,1,img_001411,0.9800622463226318,1.0,1.0,,,,
img_000031,2,img_000442,0.979378342628479,1.0,1.0,,,,
img_000031,3,img_002740,0.9786297082901001,1.0,1.0,,,,
img_000031,4,img_002872,0.9782603979110718,1.0,1.0,,,,
img_000031,5,img_001774,0.9781438112258911,1.0,1.0,,,,
img_000032,1,img_001309,0.9792912006378174,1.0,1.0,,,,
img_000032,2,img_001739,0.9784364700317383,1.0,1.0,,,,
img_000032,3,img_000955,0.9783352017402649,1.0,1.0,,,,
img_000032,4,img_001610,0.976568341255188,1.0,1.0,,,,
img_000032,5,img_001957,0.9759606122970581,1.0,1.0,,,,
img_000033,1,img_002760,0.994476318359375,1.0,1.0,,,,
img_000033,2,img_002276,0.9931941032409668,1.0,1.0,,,,
img_000033,3,img_000068,0.9925490021705627,1.0,1.0,,,,
img_000033,4,img_002724,0.9906884431838989,1.0,1.0,,,,
img_000033,5,img_001027,0.9905006885528564,1.0,1.0,,,,
img_000034,1,img_000592,0.9838676452636719,1.0,1.0,,,,
img_000034,2,img_000052,0.9837758541107178,1.0,1.0,,,,
img_000034,3,img_002775,0.9834425449371338,1.0,1.0,,,,
img_000034,4,img_002027,0.9828112125396729,1.0,1.0,,,,
img_000034,5,img_002077,0.9826260805130005,1.0,1.0,,,,
img_000035,1,img_001114,0.9785147905349731,1.0,1.0,,,,
img_000035,2,img_001652,0.975200891494751,1.0,1.0,,,,
img_000035,3,img_001742,0.9740242958068848,1.0,1.0,,,,
img_000035,4,img_001217,0.9735453724861145,1.0,1.0,,,,
img_000035,5,img_002224,0.9731435179710388,1.0,1.0,,,,
img_000036,1,img_001121,0.9786636829376221,1.0,1.0,,,,
img_000036,2,img_001153,0.9785208106040955,1.0,1.0,,,,
img_000036,3,img_000733,0.9764647483825684,1.0,1.0,,,,
img_000036,4,img_002233,0.9761719107627869,1.0,1.0,,,,
img_000036,5,img_000828,0.9745252132415771,1.0,1.0,,,,
img_000037,1,img_002194,0.9748615026473999,1.0,1.0,,,,
img_000037,2,img_001781,0.9739998579025269,1.0,1.0,,,,
img_000037,3,img_002059,0.9734165668487549,1.0,1.0,,,,
img_000037,4,img_000614,0.9732974767684937,1.0,1.0,,,,
img_000037,5,img_000223,0.9730265140533447,1.0,1.0,,,,
img_000038,1,img_001988,0.9840207099914551,1.0,1.0,,,,
img_000038,2,img_002088,0.9835197925567627,1.0,1.0,,,,
img_000038,3,img_002552,0.9831209182739258,1.0,1.0,,,,
img_000038,4,img_001215,0.9824573993682861,1.0,1.0,,,,
img_000038,5,img_000262,0.9816282391548157,1.0,1.0,,,,
img_000039,1,img_002272,0.9910016655921936,1.0,1.0,,,,
img_000039,2,img_000574,0.989761471748352,1.0,1.0,,,,
img_000039,3,img_000543,0.9891248941421509,1.0,1.0,,,,
img_000039,4,img_001999,0.9888203144073486,1.0,1.0,,,,
img_000039,5,img_000352,0.9884693622589111,1.0,1.0,,,,
img_000040,1,img_000493,0.9790526628494263,1.0,1.0,,,,
img_000040,2,img_002503,0.9789890050888062,1.0,1.0,,,,
img_000040,3,img_001205,0.9748929738998413,1.0,1.0,,,,
img_000040,4,img_000886,0.9744752645492554,1.0,1.0,,,,
img_000040,5,img_000316,0.9741870164871216,1.0,1.0,,,,
img_000041,1,img_001741,0.983372688293457,1.0,1.0,,,,
img_000041,2,img_002851,0.981926679611206,1.0,1.0,,,,
img_000041,3,img_000455,0.9810079336166382,1.0,1.0,,,,
img_000041,4,img_000709,0.9800722599029541,1.0,1.0,,,,
img_000041,5,img_001858,0.9793221950531006,1.0,1.0,,,,
img_000042,1,img_001072,0.9529253244400024,1.0,1.0,,,,
img_000042,2,img_001267,0.9506091475486755,1.0,1.0,,,,
img_000042,3,img_000549,0.9497457146644592,1.0,1.0,,,,
img_000042,4,img_000047,0.9495561122894287,1.0,1.0,,,,
img_000042,5,img_001994,0.9490001201629639,1.0,1.0,,,,
img_000043,1,img_000880,0.9760147333145142,1.0,1.0,,,,
img_000043,2,img_001900,0.9712318181991577,1.0,1.0,,,,
img_000043,3,img_001042,0.9707809686660767,1.0,1.0,,,,
img_000043,4,img_000548,0.9705466032028198,1.0,1.0,,,,
img_000043,5,img_000743,0.9703848361968994,1.0,1.0,,,,
img_000044,1,img_000843,0.9820570945739746,1.0,1.0,,,,
img_000044,2,img_002236,0.9810842871665955,1.0,1.0,,,,
img_000044,3,img_001778,0.9802892208099365,1.0,1.0,,,,
img_000044,4,img_001944,0.9777370095252991,1.0,1.0,,,,
img_000044,5,img_002366,0.9774463176727295,1.0,1.0,,,,
img_000045,1,img_002236,0.9786989688873291,1.0,1.0,,,,
img_000045,2,img_001729,0.9785560369491577,1.0,1.0,,,,
img_000045,3,img_002945,0.9784294962882996,1.0,1.0,,,,
img_000045,4,img_001752,0.9783870577812195,1.0,1.0,,,,
img_000045,5,img_002436,0.9783577919006348,1.0,1.0,,,,
img_000046,1,img_002101,0.990642786026001,1.0,1.0,,,,
img_000046,2,img_001868,0.9903423190116882,1.0,1.0,,,,
img_000046,3,img_002732,0.9900544285774231,1.0,1.0,,,,
img_000046,4,img_002474,0.9896805882453918,1.0,1.0,,,,
img_000046,5,img_001901,0.989130437374115,1.0,1.0,,,,
img_000047,1,img_001533,0.9739615321159363,1.0,1.0,,,,
img_000047,2,img_001931,0.9717394113540649,1.0,1.0,,,,
img_000047,3,img_000880,0.9651841521263123,1.0,1.0,,,,
img_000047,4,img_002958,0.9643672704696655,1.0,1.0,,,,
img_000047,5,img_000628,0.9625028371810913,1.0,1.0,,,,
img_000048,1,img_002167,0.9843411445617676,1.0,1.0,,,,
img_000048,2,img_001238,0.983162522315979,1.0,1.0,,,,
img_000048,3,img_002986,0.9828047752380371,1.0,1.0,,,,
img_000048,4,img_002951,0.9800271987915039,1.0,1.0,,,,
img_000048,5,img_000921,0.9799461364746094,1.0,1.0,,,,
img_000049,1,img_001901,0.9768256545066833,1.0,1.0,,,,
img_000049,2,img_001304,0.9764707088470459,1.0,1.0,,,,
img_000049,3,img_001345,0.9763470888137817,1.0,1.0,,,,
img_000049,4,img_001960,0.9761473536491394,1.0,1.0,,,,
img_000049,5,img_001617,0.9760040044784546,1.0,1.0,,,,
img_000050,1,img_001376,0.9860556125640869,1.0,1.0,,,,
img_000050,2,img_001642,0.9859678745269775,1.0,1.0,,,,
img_000050,3,img_002034,0.9855337142944336,1.0,1.0,,,,
img_000050,4,img_001803,0.9850668907165527,1.0,1.0,,,,
img_000050,5,img_001285,0.9848911762237549,1.0,1.0,,,,
img_000051,1,img_000361,0.985092282295227,1.0,1.0,,,,
img_000051,2,img_000999,0.9842541813850403,1.0,1.0,,,,
img_000051,3,img_002695,0.9837161302566528,1.0,1.0,,,,
img_000051,4,img_001315,0.9824836254119873,1.0,1.0,,,,
img_000051,5,img_000278,0.9820647239685059,1.0,1.0,,,,
img_000052,1,img_000543,0.9884494543075562,1.0,1.0,,,,
img_000052,2,img_000920,0.9884005784988403,1.0,1.0,,,,
img_000052,3,img_002077,0.9879639148712158,1.0,1.0,,,,
img_000052,4,img_001504,0.9874927997589111,1.0,1.0,,,,
img_000052,5,img_001046,0.9873450994491577,1.0,1.0,,,,
img_000053,1,img_000428,0.9587296843528748,1.0,1.0,,,,
img_000053,2,img_002818,0.9514769315719604,1.0,1.0,,,,
img_000053,3,img_000534,0.9485601782798767,1.0,1.0,,,,
img_000053,4,img_001116,0.9481903314590454,1.0,1.0,,,,
img_000053,5,img_002755,0.9468932151794434,1.0,1.0,,,,
img_000054,1,img_000620,0.9844670295715332,1.0,1.0,,,,
img_000054,2,img_000418,0.981988787651062,1.0,1.0,,,,
img_000054,3,img_000098,0.9819642305374146,1.0,1.0,,,,
img_000054,4,img_002173,0.9817948341369629,1.0,1.0,,,,
img_000054,5,img_002953,0.981475293636322,1.0,1.0,,,,
img_000055,1,img_001463,0.9873235821723938,1.0,1.0,,,,
img_000055,2,img_002440,0.9872617721557617,1.0,1.0,,,,
img_000055,3,img_001145,0.987011194229126,1.0,1.0,,,,
img_000055,4,img_001868,0.98695969581604,1.0,1.0,,,,
img_000055,5,img_001002,0.9867809414863586,1.0,1.0,,,,
img_000056,1,img_000991,0.990437924861908,1.0,1.0,,,,
img_000056,2,img_002420,0.9875410795211792,1.0,1.0,,,,
img_000056,3,img_000294,0.9871400594711304,1.0,1.0,,,,
img_000056,4,img_002596,0.9869731664657593,1.0,1.0,,,,
img_000056,5,img_001854,0.9869102835655212,1.0,1.0,,,,
img_000057,1,img_002066,0.9811950922012329,1.0,1.0,,,,
img_000057,2,img_001959,0.9805030226707458,1.0,1.0,,,,
img_000057,3,img_002374,0.9800756573677063,1.0,1.0,,,,
img_000057,4,img_000939,0.978722095489502,1.0,1.0,,,,
img_000057,5,img_000224,0.9781858325004578,1.0,1.0,,,,
img_000058,1,img_002732,0.9822565913200378,1.0,1.0,,,,
img_000058,2,img_000538,0.9779237508773804,1.0,1.0,,,,
img_000058,3,img_000842,0.9779015779495239,1.0,1.0,,,,
img_000058,4,img_001657,0.9777307510375977,1.0,1.0,,,,
img_000058,5,img_002426,0.9776452779769897,1.0,1.0,,,,
img_000059,1,img_001553,0.9875659942626953,1.0,1.0,,,,
img_000059,2,img_002941,0.9875206351280212,1.0,1.0,,,,
img_000059,3,img_002144,0.9873584508895874,1.0,1.0,,,,
img_000059,4,img_001372,0.9871415495872498,1.0,1.0,,,,
img_000059,5,img_001618,0.9869061708450317,1.0,1.0,,,,
img_000060,1,img_000350,0.9836268424987793,1.0,1.0,,,,
img_000060,2,img_000201,0.9831421375274658,1.0,1.0,,,,
img_000060,3,img_000323,0.9830416440963745,1.0,1.0,,,,
img_000060,4,img_000599,0.9828054308891296,1.0,1.0,,,,
img_000060,5,img_000940,0.9827999472618103,1.0,1.0,,,,
img_000061,1,img_001306,0.9583853483200073,1.0,1.0,,,,
img_000061,2,img_002035,0.957433819770813,1.0,1.0,,,,
img_000061,3,img_002897,0.9564473628997803,1.0,1.0,,,,
img_000061,4,img_001042,0.9553639888763428,1.0,1.0,,,,
img_000061,5,img_000628,0.9531468152999878,1.0,1.0,,,,
img_000062,1,img_001947,0.9898372888565063,1.0,1.0,,,,
img_000062,2,img_001912,0.9893827438354492,1.0,1.0,,,,
img_000062,3,img_001500,0.9892916083335876,1.0,1.0,,,,
img_000062,4,img_001548,0.9890797138214111,1.0,1.0,,,,
img_000062,5,img_000594,0.9886312484741211,1.0,1.0,,,,
img_000063,1,img_000125,0.9893242120742798,1.0,1.0,,,,
img_000063,2,img_000323,0.989296019077301,1.0,1.0,,,,
img_000063,3,img_002535,0.9869906306266785,1.0,1.0,,,,
img_000063,4,img_000940,0.9865943193435669,1.0,1.0,,,,
img_000063,5,img_002642,0.9864428043365479,1.0,1.0,,,,
img_000064,1,img_000904,0.9881992340087891,1.0,1.0,,,,
img_000064,2,img_000927,0.9875656366348267,1.0,1.0,,,,
img_000064,3,img_000427,0.9866831302642822,1.0,1.0,,,,
img_000064,4,img_000080,0.9866345524787903,1.0,1.0,,,,
img_000064,5,img_000102,0.9865227937698364,1.0,1.0,,,,
img_000065,1,img_000934,0.9867175221443176,1.0,1.0,,,,
img_000065,2,img_001928,0.985499918460846,1.0,1.0,,,,
img_000065,3,img_002655,0.9846980571746826,1.0,1.0,,,,
img_000065,4,img_002195,0.9840956926345825,1.0,1.0,,,,
img_000065,5,img_001492,0.9839702844619751,1.0,1.0,,,,
img_000066,1,img_002596,0.9813302755355835,1.0,1.0,,,,
img_000066,2,img_000924,0.9809550642967224,1.0,1.0,,,,
img_000066,3,img_002417,0.9807480573654175,1.0,1.0,,,,
img_000066,4,img_000732,0.9804983139038086,1.0,1.0,,,,
img_000066,5,img_001999,0.9803601503372192,1.0,1.0,,,,
img_000067,1,img_000924,0.9908740520477295,1.0,1.0,,,,
img_000067,2,img_001868,0.9904519319534302,1.0,1.0,,,,
img_000067,3,img_000504,0.9897757172584534,1.0,1.0,,,,
img_000067,4,img_001999,0.9895528554916382,1.0,1.0,,,,
img_000067,5,img_001187,0.9894288778305054,1.0,1.0,,,,
img_000068,1,img_000033,0.9925490021705627,1.0,1.0,,,,
img_000068,2,img_002760,0.9919419288635254,1.0,1.0,,,,
img_000068,3,img_002276,0.9894970655441284,1.0,1.0,,,,
img_000068,4,img_002484,0.9884098768234253,1.0,1.0,,,,
img_000068,5,img_000238,0.9881515502929688,1.0,1.0,,,,
img_000069,1,img_002884,0.9688255786895752,1.0,1.0,,,,
img_000069,2,img_002123,0.9686830043792725,1.0,1.0,,,,
img_000069,3,img_002712,0.9671629667282104,1.0,1.0,,,,
img_000069,4,img_000315,0.9669063091278076,1.0,1.0,,,,
img_000069,5,img_002759,0.9660634994506836,1.0,1.0,,,,
img_000070,1,img_002671,0.9814828634262085,1.0,1.0,,,,
img_000070,2,img_000318,0.9812595844268799,1.0,1.0,,,,
img_000070,3,img_001362,0.9795457720756531,1.0,1.0,,,,
img_000070,4,img_002101,0.9792885780334473,1.0,1.0,,,,
img_000070,5,img_002397,0.9791051149368286,1.0,1.0,,,,
img_000071,1,img_000743,0.9689664840698242,1.0,1.0,,,,
img_000071,2,img_001677,0.9666359424591064,1.0,1.0,,,,
img_000071,3,img_001662,0.9658183455467224,1.0,1.0,,,,
img_000071,4,img_001267,0.9654529094696045,1.0,1.0,,,,
img_000071,5,img_002001,0.9649319648742676,1.0,1.0,,,,
img_000072,1,img_002123,0.9783617258071899,1.0,1.0,,,,
img_000072,2,img_001136,0.9771231412887573,1.0,1.0,,,,
img_000072,3,img_001044,0.9770753383636475,1.0,1.0,,,,
img_000072,4,img_001776,0.9769008159637451,1.0,1.0,,,,
img_000072,5,img_002884,0.9762928485870361,1.0,1.0,,,,
img_000073,1,img_002815,0.9808230400085449,1.0,1.0,,,,
img_000073,2,img_002418,0.9797227382659912,1.0,1.0,,,,
img_000073,3,img_000268,0.9791167378425598,1.0,1.0,,,,
img_000073,4,img_000765,0.9788354635238647,1.0,1.0,,,,
img_000073,5,img_002213,0.978623628616333,1.0,1.0,,,,
img_000074,1,img_001568,0.961190938949585,1.0,1.0,,,,
img_000074,2,img_001819,0.9610928297042847,1.0,1.0,,,,
img_000074,3,img_002197,0.9594939351081848,1.0,1.0,,,,
img_000074,4,img_002759,0.9591913223266602,1.0,1.0,,,,
img_000074,5,img_000515,0.9591341614723206,1.0,1.0,,,,
img_000075,1,img_002960,0.9897496700286865,1.0,1.0,,,,
img_000075,2,img_002602,0.9897290468215942,1.0,1.0,,,,
img_000075,3,img_000538,0.9892199039459229,1.0,1.0,,,,
img_000075,4,img_001852,0.9890735149383545,1.0,1.0,,,,
img_000075,5,img_000865,0.9889532327651978,1.0,1.0,,,,
img_000076,1,img_002996,0.9888884425163269,1.0,1.0,,,,
img_000076,2,img_000046,0.9858925938606262,1.0,1.0,,,,
img_000076,3,img_002152,0.9856164455413818,1.0,1.0,,,,
img_000076,4,img_000056,0.9852434396743774,1.0,1.0,,,,
img_000076,5,img_000723,0.9850221872329712,1.0,1.0,,,,
img_000077,1,img_000565,0.9853228330612183,1.0,1.0,,,,
img_000077,2,img_002353,0.9845284819602966,1.0,1.0,,,,
img_000077,3,img_001482,0.9844125509262085,1.0,1.0,,,,
img_000077,4,img_001687,0.9839919805526733,1.0,1.0,,,,
img_000077,5,img_002466,0.9836049675941467,1.0,1.0,,,,
img_000078,1,img_000272,0.9855355620384216,1.0,1.0,,,,
img_000078,2,img_001600,0.984737753868103,1.0,1.0,,,,
img_000078,3,img_001374,0.9845385551452637,1.0,1.0,,,,
img_000078,4,img_000064,0.9833906888961792,1.0,1.0,,,,
img_000078,5,img_000816,0.9831874370574951,1.0,1.0,,,,
img_000079,1,img_000015,0.9924274682998657,1.0,1.0,,,,
img_000079,2,img_001495,0.9888519644737244,1.0,1.0,,,,
img_000079,3,img_001340,0.988745927810669,1.0,1.0,,,,
img_000079,4,img_001504,0.9883006811141968,1.0,1.0,,,,
img_000079,5,img_000592,0.9882713556289673,1.0,1.0,,,,
img_000080,1,img_000179,0.9892139434814453,1.0,1.0,,,,
img_000080,2,img_001082,0.98884117603302,1.0,1.0,,,,
img_000080,3,img_000904,0.9887235164642334,1.0,1.0,,,,
img_000080,4,img_001074,0.9883615970611572,1.0,1.0,,,,
img_000080,5,img_001229,0.9875072240829468,1.0,1.0,,,,
img_000081,1,img_000409,0.9841268658638,1.0,1.0,,,,
img_000081,2,img_000408,0.9823228716850281,1.0,1.0,,,,
img_000081,3,img_000323,0.9822428226470947,1.0,1.0,,,,
img_000081,4,img_000885,0.9810528755187988,1.0,1.0,,,,
img_000081,5,img_001637,0.9810220003128052,1.0,1.0,,,,
img_000082,1,img_000029,0.988569974899292,1.0,1.0,,,,
img_000082,2,img_001251,0.9874224662780762,1.0,1.0,,,,
img_000082,3,img_000834,0.9868673086166382,1.0,1.0,,,,
img_000082,4,img_001071,0.9868060350418091,1.0,1.0,,,,
img_000082,5,img_000642,0.9866803884506226,1.0,1.0,,,,
img_000083,1,img_000549,0.9572592377662659,1.0,1.0,,,,
img_000083,2,img_001195,0.9572126269340515,1.0,1.0,,,,
img_000083,3,img_002827,0.9569480419158936,1.0,1.0,,,,
img_000083,4,img_001079,0.9568732976913452,1.0,1.0,,,,
img_000083,5,img_002955,0.955803394317627,1.0,1.0,,,,
