image_id,rank,concept,activation,neuron,status,naming_similarity,margin
img_000019,3,small pneumothorax,0.040559276938438416,1017,ambiguous,0.3506045937538147,0.0016635656356811523
img_000020,1,bilateral lung opacities,0.0543452613055706,936,ambiguous,0.36236679553985596,0.0004328787326812744
img_000020,2,small pneumothorax,0.053121112287044525,565,ambiguous,0.34939900040626526,0.0005078017711639404
img_000020,3,left lung opacity,0.05214408040046692,89,ambiguous,0.3533512353897095,0.0013450980186462402
img_000021,1,left lung opacity,0.057842690497636795,1003,ambiguous,0.35532066226005554,0.0005412399768829346
img_000021,2,small pneumothorax,0.05303790047764778,21,ambiguous,0.35216766595840454,0.0004692673683166504
img_000021,3,bilateral lung opacities,0.047602225095033646,368,assigned,0.3607766032218933,0.0028638243675231934
img_000021,4,left lower lobe consolidation,0.04377608746290207,784,ambiguous,0.3512917757034302,0.00040137767791748047
img_000022,1,bilateral lung opacities,0.056931272149086,936,ambiguous,0.36236679553985596,0.0004328787326812744
img_000022,2,small pneumothorax,0.05206518620252609,656,ambiguous,0.35131824016571045,0.0003896057605743408
img_000022,3,left lung opacity,0.0494365319609642,337,ambiguous,0.3538220524787903,0.00012767314910888672
img_000022,4,left pneumothorax,0.04472866654396057,951,ambiguous,0.35128164291381836,0.00030621886253356934
img_000023,1,left lung opacity,0.06608425080776215,197,ambiguous,0.35029566287994385,5.841255187988281e-06
img_000023,2,small pneumothorax,0.05211108177900314,884,ambiguous,0.3538057804107666,0.00015181303024291992
img_000023,3,left pneumothorax,0.0520770400762558,1006,ambiguous,0.34988778829574585,0.000495225191116333
img_000023,4,bilateral lung opacities,0.051446396857500076,801,ambiguous,0.35600703954696655,0.001716911792755127
img_000024,1,bilateral lung opacities,0.08043865859508514,605,ambiguous,0.35039347410202026,0.0006618797779083252
img_000024,2,left lung opacity,0.05685849487781525,908,ambiguous,0.3497745096683502,0.001687854528427124
img_000024,3,small pneumothorax,0.04646582156419754,62,ambiguous,0.3494170308113098,0.0006357133388519287
img_000025,1,bilateral lung opacities,0.09800071269273758,522,ambiguous,0.36014336347579956,0.0018553733825683594
img_000025,2,small pneumothorax,0.05013008415699005,148,ambiguous,0.3520383834838867,7.200241088867188e-05
img_000025,3,left lung opacity,0.040722377598285675,238,ambiguous,0.35525569319725037,0.0012386143207550049
img_000026,1,left lung opacity,0.05470041558146477,939,ambiguous,0.3586135804653168,0.00034496188163757324
img_000026,2,bilateral lung opacities,0.05079823359847069,368,assigned,0.3607766032218933,0.0028638243675231934
img_000026,3,small pneumothorax,0.03983524814248085,21,ambiguous,0.35216766595840454,0.0004692673683166504
img_000027,1,bilateral lung opacities,0.053895216435194016,522,ambiguous,0.36014336347579956,0.0018553733825683594
img_000027,2,left lung opacity,0.046884357929229736,1003,ambiguous,0.35532066226005554,0.0005412399768829346
img_000028,1,left lung opacity,0.05842752382159233,919,ambiguous,0.3551328480243683,0.0014696121215820312
img_000028,2,bilateral lung opacities,0.055397357791662216,522,ambiguous,0.36014336347579956,0.0018553733825683594
img_000028,3,small pneumothorax,0.0460919588804245,474,ambiguous,0.35687947273254395,0.00025704503059387207
img_000028,4,left pneumothorax,0.04601825773715973,668,ambiguous,0.3496948778629303,0.0007964968681335449
img_000029,1,bilateral lung opacities,0.06658963859081268,522,ambiguous,0.36014336347579956,0.0018553733825683594
img_000029,2,left lung opacity,0.049041129648685455,981,ambiguous,0.35282039642333984,0.0008525848388671875
img_000029,3,left pneumothorax,0.04406502842903137,648,ambiguous,0.35294777154922485,0.0005842447280883789
img_000030,1,left lung opacity,0.054817527532577515,641,ambiguous,0.35168924927711487,0.0004596412181854248
img_000030,2,left pneumothorax,0.05236683785915375,648,ambiguous,0.35294777154922485,0.0005842447280883789
img_000030,3,bilateral lung opacities,0.048007577657699585,944,ambiguous,0.3549724817276001,0.0010543465614318848
img_000030,4,small pneumothorax,0.04660467803478241,21,ambiguous,0.35216766595840454,0.0004692673683166504
img_000031,1,small pneumothorax,0.06171504408121109,223,ambiguous,0.35326647758483887,0.0019886791706085205
img_000031,2,left lung opacity,0.05348822474479675,588,ambiguous,0.35051316022872925,0.0017756223678588867
img_000031,3,bilateral lung opacities,0.04370570182800293,351,ambiguous,0.3543253540992737,0.0003955960273742676
img_000031,4,left pneumothorax,0.03766418248414993,668,ambiguous,0.3496948778629303,0.0007964968681335449
img_000032,1,bilateral lung opacities,0.0758935958147049,801,ambiguous,0.35600703954696655,0.001716911792755127
img_000032,2,left pneumothorax,0.06595766544342041,951,ambiguous,0.35128164291381836,0.00030621886253356934
img_000032,3,left lung opacity,0.06210030987858772,813,ambiguous,0.3573637008666992,0.00014519691467285156
img_000032,4,small pneumothorax,0.05951760709285736,21,ambiguous,0.35216766595840454,0.0004692673683166504
img_000033,1,bilateral lung opacities,0.07752979546785355,801,ambiguous,0.35600703954696655,0.001716911792755127
img_000033,2,left lung opacity,0.0447421595454216,813,ambiguous,0.3573637008666992,0.00014519691467285156
img_000034,1,bilateral lung opacities,0.06226235255599022,522,ambiguous,0.36014336347579956,0.0018553733825683594
img_000034,2,left lung opacity,0.04573605954647064,469,ambiguous,0.3485042452812195,0.0007090866565704346
img_000034,3,small pneumothorax,0.03871890902519226,62,ambiguous,0.3494170308113098,0.0006357133388519287
img_000035,1,left lung opacity,0.07094366103410721,813,ambiguous,0.3573637008666992,0.00014519691467285156
img_000035,2,bilateral lung opacities,0.06763294339179993,936,ambiguous,0.36236679553985596,0.0004328787326812744
img_000035,3,small pneumothorax,0.05341611057519913,21,ambiguous,0.35216766595840454,0.0004692673683166504
img_000035,4,left pneumothorax,0.0519467294216156,668,ambiguous,0.3496948778629303,0.0007964968681335449
img_000036,1,left lung opacity,0.0538923554122448,89,ambiguous,0.3533512353897095,0.0013450980186462402
img_000036,2,small pneumothorax,0.04727395251393318,0,ambiguous,0.351749986410141,0.0004711449146270752
img_000037,1,left lung opacity,0.07166887074708939,297,ambiguous,0.35499632358551025,0.0018437504768371582
img_000037,2,left pneumothorax,0.05697251483798027,518,ambiguous,0.3498338460922241,0.0007987916469573975
img_000037,3,small pneumothorax,0.04459892213344574,148,ambiguous,0.3520383834838867,7.200241088867188e-05
img_000038,1,bilateral lung opacities,0.05459228903055191,368,assigned,0.3607766032218933,0.0028638243675231934
img_000038,2,left lung opacity,0.05033967271447182,376,ambiguous,0.3565460443496704,0.0016748011112213135
img_000038,3,small pneumothorax,0.04873728007078171,148,ambiguous,0.3520383834838867,7.200241088867188e-05
img_000039,1,bilateral lung opacities,0.06084776669740677,605,ambiguous,0.35039347410202026,0.0006618797779083252
img_000039,2,left lung opacity,0.042750034481287,337,ambiguous,0.3538220524787903,0.00012767314910888672
img_000039,3,small pneumothorax,0.040844641625881195,62,ambiguous,0.3494170308113098,0.0006357133388519287
img_000040,1,bilateral lung opacities,0.07937371730804443,936,ambiguous,0.36236679553985596,0.0004328787326812744
img_000040,2,left lung opacity,0.06260556727647781,792,ambiguous,0.35713326930999756,0.0019719600677490234
img_000041,1,bilateral lung opacities,0.06677220016717911,522,ambiguous,0.36014336347579956,0.0018553733825683594
img_000041,2,left lung opacity,0.05819946527481079,855,assigned,0.3595799207687378,0.002033710479736328
img_000041,3,small pneumothorax,0.04591172933578491,21,ambiguous,0.35216766595840454,0.0004692673683166504
img_000042,1,left pneumothorax,0.10739324986934662,635,ambiguous,0.3432929813861847,0.0006930530071258545
img_000042,2,left lung opacity,0.08003287017345428,712,ambiguous,0.34879767894744873,7.599592208862305e-05
img_000042,3,small pneumothorax,0.07678662985563278,616,ambiguous,0.35003992915153503,1.7881393432617188e-06
img_000043,1,left pneumothorax,0.06450686603784561,635,ambiguous,0.3432929813861847,0.0006930530071258545
img_000043,2,small pneumothorax,0.0574306957423687,424,ambiguous,0.3509156107902527,0.00010627508163452148
img_000043,3,left lung opacity,0.053507450968027115,792,ambiguous,0.35713326930999756,0.0019719600677490234
img_000044,1,bilateral lung opacities,0.07173369824886322,801,ambiguous,0.35600703954696655,0.001716911792755127
img_000044,2,small pneumothorax,0.059251315891742706,21,ambiguous,0.35216766595840454,0.0004692673683166504
img_000044,3,left lung opacity,0.053794924169778824,785,ambiguous,0.35765624046325684,0.0017830729484558105
img_000045,1,left lung opacity,0.060765791684389114,813,ambiguous,0.3573637008666992,0.00014519691467285156
img_000045,2,small pneumothorax,0.05942537635564804,62,ambiguous,0.3494170308113098,0.0006357133388519287
img_000045,3,bilateral lung opacities,0.045834969729185104,944,ambiguous,0.3549724817276001,0.0010543465614318848
img_000045,4,left pneumothorax,0.0418086014688015,1006,ambiguous,0.34988778829574585,0.000495225191116333
img_000046,1,bilateral lung opacities,0.06665703654289246,801,ambiguous,0.35600703954696655,0.001716911792755127
img_000046,2,small pneumothorax,0.046263687312603,148,ambiguous,0.3520383834838867,7.200241088867188e-05
img_000046,3,left lung opacity,0.04448733851313591,1003,ambiguous,0.35532066226005554,0.0005412399768829346
img_000047,1,left lung opacity,0.07961815595626831,1007,ambiguous,0.35084429383277893,0.0007396042346954346
img_000047,2,left pneumothorax,0.06559352576732635,518,ambiguous,0.3498338460922241,0.0007987916469573975
img_000047,3,small pneumothorax,0.06008852273225784,257,ambiguous,0.3508352041244507,0.0003860592842102051
img_000047,4,bilateral lung opacities,0.05576290190219879,522,ambiguous,0.36014336347579956,0.0018553733825683594
img_000048,1,bilateral lung opacities,0.08039458096027374,522,ambiguous,0.36014336347579956,0.0018553733825683594
img_000048,2,left lung opacity,0.06870806217193604,337,ambiguous,0.3538220524787903,0.00012767314910888672
img_000048,3,left pneumothorax,0.042758651077747345,951,ambiguous,0.35128164291381836,0.00030621886253356934
img_000049,1,left lung opacity,0.05508526787161827,595,ambiguous,0.35532835125923157,0.0018921494483947754
img_000049,2,small pneumothorax,0.0503443107008934,728,ambiguous,0.3502298593521118,9.649991989135742e-05
img_000049,3,left pneumothorax,0.04843459278345108,518,ambiguous,0.3498338460922241,0.0007987916469573975
img_000049,4,bilateral lung opacities,0.04558902606368065,368,assigned,0.3607766032218933,0.0028638243675231934
img_000050,1,bilateral lung opacities,0.06610485911369324,522,ambiguous,0.36014336347579956,0.0018553733825683594
img_000050,2,left lung opacity,0.05488947406411171,939,ambiguous,0.3586135804653168,0.00034496188163757324
img_000050,3,left pneumothorax,0.04277151823043823,1006,ambiguous,0.34988778829574585,0.000495225191116333
img_000051,1,bilateral lung opacities,0.0791705846786499,936,ambiguous,0.36236679553985596,0.0004328787326812744
img_000051,2,left lung opacity,0.056307852268218994,376,ambiguous,0.3565460443496704,0.0016748011112213135
img_000051,3,small pneumothorax,0.054292816668748856,884,ambiguous,0.3538057804107666,0.00015181303024291992
img_000051,4,left pneumothorax,0.04612233117222786,648,ambiguous,0.35294777154922485,0.0005842447280883789
img_000052,1,bilateral lung opacities,0.05488182231783867,522,ambiguous,0.36014336347579956,0.0018553733825683594
img_000052,2,small pneumothorax,0.0455612987279892,62,ambiguous,0.3494170308113098,0.0006357133388519287
img_000052,3,left lung opacity,0.04276889190077782,1003,ambiguous,0.35532066226005554,0.0005412399768829346
img_000053,1,left lung opacity,0.09230144321918488,939,ambiguous,0.3586135804653168,0.00034496188163757324
img_000053,2,bilateral lung opacities,0.08233033865690231,936,ambiguous,0.36236679553985596,0.0004328787326812744
img_000053,3,left pneumothorax,0.05969095975160599,541,ambiguous,0.35210472345352173,0.0009777247905731201
img_000053,4,small pneumothorax,0.05395198240876198,257,ambiguous,0.3508352041244507,0.0003860592842102051
img_000054,1,bilateral lung opacities,0.07612234354019165,801,ambiguous,0.35600703954696655,0.001716911792755127
img_000054,2,left lung opacity,0.04630570113658905,1003,ambiguous,0.35532066226005554,0.0005412399768829346
img_000055,1,bilateral lung opacities,0.07140801101922989,522,ambiguous,0.36014336347579956,0.0018553733825683594
img_000055,2,left lung opacity,0.060926180332899094,813,ambiguous,0.3573637008666992,0.00014519691467285156
img_000056,1,bilateral lung opacities,0.08415737748146057,522,ambiguous,0.36014336347579956,0.0018553733825683594
img_000056,2,small pneumothorax,0.053329948335886,21,ambiguous,0.35216766595840454,0.0004692673683166504
img_000056,3,left lung opacity,0.05157117545604706,218,ambiguous,0.3533216118812561,0.0014209747314453125
img_000057,1,bilateral lung opacities,0.07161667197942734,801,ambiguous,0.35600703954696655,0.001716911792755127
img_000057,2,small pneumothorax,0.055989183485507965,62,ambiguous,0.3494170308113098,0.0006357133388519287
img_000057,3,left lung opacity,0.049956198781728745,705,ambiguous,0.3545297086238861,0.001390308141708374
img_000058,1,small pneumothorax,0.05496133863925934,62,ambiguous,0.3494170308113098,0.0006357133388519287
img_000058,2,left lung opacity,0.05327949300408363,1003,ambiguous,0.35532066226005554,0.0005412399768829346
img_000058,3,bilateral lung opacities,0.04876887425780296,368,assigned,0.3607766032218933,0.0028638243675231934
img_000058,4,left pneumothorax,0.04588356241583824,668,ambiguous,0.3496948778629303,0.0007964968681335449
img_000059,1,bilateral lung opacities,0.06879657506942749,522,ambiguous,0.36014336347579956,0.0018553733825683594
img_000059,2,left lung opacity,0.04169253259897232,270,ambiguous,0.3528618812561035,0.0014450252056121826
img_000059,3,small pneumothorax,0.037385955452919006,616,ambiguous,0.35003992915153503,1.7881393432617188e-06
img_000060,1,bilateral lung opacities,0.06714814156293869,801,ambiguous,0.35600703954696655,0.001716911792755127
img_000060,2,left lung opacity,0.05455068126320839,238,ambiguous,0.35525569319725037,0.0012386143207550049
img_000060,3,small pneumothorax,0.03702958673238754,728,ambiguous,0.3502298593521118,9.649991989135742e-05
img_000061,1,left pneumothorax,0.10744866728782654,668,ambiguous,0.3496948778629303,0.0007964968681335449
img_000061,2,small pneumothorax,0.06569751352071762,21,ambiguous,0.35216766595840454,0.0004692673683166504
img_000061,3,left lung opacity,0.06302817165851593,705,ambiguous,0.3545297086238861,0.001390308141708374
img_000061,4,bilateral lung opacities,0.05988825857639313,522,ambiguous,0.36014336347579956,0.0018553733825683594
img_000062,1,bilateral lung opacities,0.06798997521400452,368,assigned,0.3607766032218933,0.0028638243675231934
img_000062,2,left lung opacity,0.04452773928642273,337,ambiguous,0.3538220524787903,0.00012767314910888672
img_000062,3,left pneumothorax,0.03788311779499054,648,ambiguous,0.35294777154922485,0.0005842447280883789
img_000063,1,bilateral lung opacities,0.06128988042473793,944,ambiguous,0.3549724817276001,0.0010543465614318848
img_000063,2,left lung opacity,0.05318688601255417,238,ambiguous,0.35525569319725037,0.0012386143207550049
img_000063,3,small pneumothorax,0.04083273559808731,21,ambiguous,0.35216766595840454,0.0004692673683166504
img_000063,4,left pneumothorax,0.038314975798130035,951,ambiguous,0.35128164291381836,0.00030621886253356934
img_000064,1,bilateral lung opacities,0.06747541576623917,522,ambiguous,0.36014336347579956,0.0018553733825683594
img_000064,2,left lung opacity,0.04233211651444435,919,ambiguous,0.3551328480243683,0.0014696121215820312
img_000064,3,small pneumothorax,0.03704214096069336,62,ambiguous,0.3494170308113098,0.0006357133388519287
img_000065,1,left lung opacity,0.06264527142047882,939,ambiguous,0.3586135804653168,0.00034496188163757324
img_000065,2,bilateral lung opacities,0.05848059430718422,605,ambiguous,0.35039347410202026,0.0006618797779083252
img_000066,1,bilateral lung opacities,0.07331115752458572,368,assigned,0.3607766032218933,0.0028638243675231934
img_000066,2,left lung opacity,0.05371985584497452,218,ambiguous,0.3533216118812561,0.0014209747314453125
img_000066,3,left pneumothorax,0.044863469898700714,41,ambiguous,0.355618417263031,0.0007507801055908203
img_000066,4,small pneumothorax,0.038994841277599335,656,ambiguous,0.35131824016571045,0.0003896057605743408
img_000067,1,bilateral lung opacities,0.07509700953960419,801,ambiguous,0.35600703954696655,0.001716911792755127
img_000067,2,left lung opacity,0.05392026528716087,544,ambiguous,0.3539101481437683,0.00019979476928710938
img_000067,3,small pneumothorax,0.03990902006626129,62,ambiguous,0.3494170308113098,0.0006357133388519287
img_000068,1,bilateral lung opacities,0.0784473791718483,801,ambiguous,0.35600703954696655,0.001716911792755127
img_000068,2,left lung opacity,0.05209781229496002,813,ambiguous,0.3573637008666992,0.00014519691467285156
img_000068,3,small pneumothorax,0.050519466400146484,62,ambiguous,0.3494170308113098,0.0006357133388519287
img_000069,1,left lung opacity,0.06496599316596985,981,ambiguous,0.35282039642333984,0.0008525848388671875
img_000069,2,small pneumothorax,0.059077925980091095,21,ambiguous,0.35216766595840454,0.0004692673683166504
img_000069,3,left pneumothorax,0.05313137173652649,1006,ambiguous,0.34988778829574585,0.000495225191116333
img_000070,1,bilateral lung opacities,0.09741415828466415,801,ambiguous,0.35600703954696655,0.001716911792755127
img_000070,2,left lung opacity,0.047945499420166016,712,ambiguous,0.34879767894744873,7.599592208862305e-05
img_000070,3,small pneumothorax,0.04563898220658302,62,ambiguous,0.3494170308113098,0.0006357133388519287
img_000070,4,left pneumothorax,0.04132375121116638,541,ambiguous,0.35210472345352173,0.0009777247905731201
img_000071,1,left pneumothorax,0.07357155531644821,518,ambiguous,0.3498338460922241,0.0007987916469573975
img_000071,2,small pneumothorax,0.05691402405500412,0,ambiguous,0.351749986410141,0.0004711449146270752
img_000071,3,bilateral lung opacities,0.05618617683649063,522,ambiguous,0.36014336347579956,0.0018553733825683594
img_000071,4,left lung opacity,0.052335694432258606,1007,ambiguous,0.35084429383277893,0.0007396042346954346
img_000072,1,small pneumothorax,0.06568233668804169,62,ambiguous,0.3494170308113098,0.0006357133388519287
img_000072,2,left lung opacity,0.060455434024333954,981,ambiguous,0.35282039642333984,0.0008525848388671875
img_000072,3,bilateral lung opacities,0.05152801051735878,605,ambiguous,0.35039347410202026,0.0006618797779083252
img_000072,4,left pneumothorax,0.04214349389076233,765,ambiguous,0.35474133491516113,0.0003323554992675781
img_000073,1,bilateral lung opacities,0.06298846751451492,936,ambiguous,0.36236679553985596,0.0004328787326812744
img_000073,2,small pneumothorax,0.0588577538728714,62,ambiguous,0.3494170308113098,0.0006357133388519287
img_000073,3,left lung opacity,0.04911287873983383,118,ambiguous,0.3525643050670624,0.0006358325481414795
img_000073,4,left pneumothorax,0.045606061816215515,49,ambiguous,0.35120904445648193,0.0011910200119018555
img_000074,1,small pneumothorax,0.07325313240289688,884,ambiguous,0.3538057804107666,0.00015181303024291992
img_000074,2,left lung opacity,0.06938350200653076,519,ambiguous,0.3537852168083191,0.00021860003471374512
img_000074,3,left pneumothorax,0.050091516226530075,541,ambiguous,0.35210472345352173,0.0009777247905731201
img_000075,1,bilateral lung opacities,0.06697330623865128,801,ambiguous,0.35600703954696655,0.001716911792755127
img_000075,2,small pneumothorax,0.0510990172624588,62,ambiguous,0.3494170308113098,0.0006357133388519287
img_000075,3,left lung opacity,0.04488782584667206,813,ambiguous,0.3573637008666992,0.00014519691467285156
img_000076,1,bilateral lung opacities,0.07069811969995499,368,assigned,0.3607766032218933,0.0028638243675231934
img_000076,2,left lung opacity,0.05177817493677139,1003,ambiguous,0.35532066226005554,0.0005412399768829346
img_000076,3,small pneumothorax,0.04880661889910698,21,ambiguous,0.35216766595840454,0.0004692673683166504
img_000077,1,bilateral lung opacities,0.06260642409324646,801,ambiguous,0.35600703954696655,0.001716911792755127
img_000077,2,left lung opacity,0.05543335899710655,939,ambiguous,0.3586135804653168,0.00034496188163757324
img_000077,3,small pneumothorax,0.04571955278515816,21,ambiguous,0.35216766595840454,0.0004692673683166504
img_000077,4,left pneumothorax,0.04290217161178589,648,ambiguous,0.35294777154922485,0.0005842447280883789
img_000078,1,bilateral lung opacities,0.08764912188053131,522,ambiguous,0.36014336347579956,0.0018553733825683594
img_000078,2,left lung opacity,0.05444583669304848,919,ambiguous,0.3551328480243683,0.0014696121215820312
img_000079,1,bilateral lung opacities,0.08552718907594681,605,ambiguous,0.35039347410202026,0.0006618797779083252
img_000079,2,left lung opacity,0.049835413694381714,337,ambiguous,0.3538220524787903,0.00012767314910888672
img_000080,1,bilateral lung opacities,0.07055393606424332,522,ambiguous,0.36014336347579956,0.0018553733825683594
img_000080,2,left lung opacity,0.040786970406770706,337,ambiguous,0.3538220524787903,0.00012767314910888672
img_000080,3,left pneumothorax,0.038987427949905396,518,ambiguous,0.3498338460922241,0.0007987916469573975
img_000081,1,bilateral lung opacities,0.07500296831130981,522,ambiguous,0.36014336347579956,0.0018553733825683594
img_000081,2,left lung opacity,0.05314873158931732,376,ambiguous,0.3565460443496704,0.0016748011112213135
img_000081,3,small pneumothorax,0.039385952055454254,424,ambiguous,0.3509156107902527,0.00010627508163452148
img_000082,1,bilateral lung opacities,0.05936948582530022,801,ambiguous,0.35600703954696655,0.001716911792755127
img_000082,2,left lung opacity,0.050189271569252014,544,ambiguous,0.3539101481437683,0.00019979476928710938
img_000082,3,small pneumothorax,0.04235184192657471,21,ambiguous,0.35216766595840454,0.0004692673683166504
img_000082,4,left pneumothorax,0.04066510125994682,668,ambiguous,0.3496948778629303,0.0007964968681335449
img_000083,1,left pneumothorax,0.0680953860282898,635,ambiguous,0.3432929813861847,0.0006930530071258545
img_000083,2,left lung opacity,0.06326987594366074,855,assigned,0.3595799207687378,0.002033710479736328
img_000083,3,bilateral lung opacities,0.054181259125471115,605,ambiguous,0.35039347410202026,0.0006618797779083252
img_000083,4,small pneumothorax,0.05308153107762337,62,ambiguous,0.3494170308113098,0.0006357133388519287
img_000084,1,bilateral lung opacities,0.07551513612270355,368,assigned,0.3607766032218933,0.0028638243675231934
img_000084,2,left lung opacity,0.051056042313575745,544,ambiguous,0.3539101481437683,0.00019979476928710938
img_000084,3,small pneumothorax,0.046252962201833725,62,ambiguous,0.3494170308113098,0.0006357133388519287
img_000084,4,left pneumothorax,0.04566217586398125,49,ambiguous,0.35120904445648193,0.0011910200119018555
img_000085,1,left lung opacity,0.0622110515832901,1003,ambiguous,0.35532066226005554,0.0005412399768829346
